,year,make,model,sub_model,price,exterior_color,engine,drive_type,fuel_type,transmission
7507,2021,Mercedes-Benz,GLE,GLE 350 4MATIC,"$64,173",Mojave Silver Metallic,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
7508,2021,Jeep,Gladiator,Rubicon,"$54,615",Black Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
7509,2021,Chrysler,Pacifica,Touring FWD,"$40,128",Brilliant Black Crystal Pearlcoat,3.6L V-6 Gas,FWD,Gas,Automatic
7510,2021,Volkswagen,Jetta,S Automatic,"$21,468",Platinum Gray Metallic,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
7511,2022,Ram,1500,"Big Horn Quad Cab 6'4"" Box 4WD","$46,693",Granite Crystal Metallic Clearcoat,5.7L V-8 Gas,4WD,Gas,Automatic
7512,2022,GMC,Sierra 2500HD,Denali Crew Cab Standard Bed 4WD,"$86,019",White Frost Tricoat,6.6L V-8 Diesel Turbocharged,4WD,Diesel,Automatic
7513,2021,Hyundai,Sonata,SEL Plus,"$32,798",Stormy Sea,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
7514,2022,Subaru,Impreza,Sport 5-door CVT,"$29,294",Ice Silver Metallic,2.0L Flat-4 Gas,AWD,Gas,Automatic
7515,2021,Ford,Ranger,XL SuperCrew 5' Box 2WD,"$30,392",Oxford White,2.3L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
7516,2021,Ford,Edge,Titanium AWD,"$45,200",Rapid Red Metallic Tinted Clearcoat,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
7517,2022,Jeep,Compass,Latitude 4WD,"$32,838",Diamond Black Crystal Pearlcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
7518,2021,Dodge,Durango,GT Plus AWD,"$52,140",Db Black Clearcoat,3.6L V-6 Gas,AWD,Gas,Automatic
7519,2022,Ram,2500,"Tradesman Crew Cab 6'4"" Box 4WD","$66,977",Bright White Clearcoat,6.7L V-6 Diesel Turbocharged,4WD,Diesel,Automatic
7520,2022,Toyota,Prius,Limited FWD,"$34,404",Classic Silver Metallic,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic
7521,2021,Lincoln,Aviator,Reserve AWD,"$68,519",Unknown,3.0L V-6 Gas Turbocharged,AWD,Gas,Automatic
7522,2021,Jeep,Grand Cherokee,Limited 4WD,"$45,336",Unknown,3.6L V-6 Gas,4WD,Gas,Automatic
7523,2021,Dodge,Challenger,R/T RWD,"$46,286",Pitch Black Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
7524,2021,Nissan,Kicks,SV,"$23,692",Electric Blue Metallic,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
7525,2021,Nissan,Kicks,S,"$22,140",Electric Blue Metallic,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
7526,2021,Nissan,Rogue,S AWD,"$29,981",Gun Metallic,2.5L Inline-4 Gas,AWD,Gas,Automatic
7527,2022,Honda,Accord,Sport 1.5T CVT,"$29,630",Platinum White Pearl,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
7528,2021,Ram,1500,"Big Horn Quad Cab 6'4"" Box 2WD","$45,635",Diamond Black Crystal Pearlcoat,5.7L V-8 Gas,RWD,Gas,Automatic
7529,2022,Volkswagen,Tiguan,SE FWD,"$31,840",Pyrite Silver Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
7530,2022,Jeep,Wagoneer,Series II 4WD,"$80,144",Diamond Black Crystal Pearlcoat,5.7L V-8 Gas,4WD,Gas,Automatic
7531,2022,Ram,1500,"Big Horn Quad Cab 6'4"" Box 4WD","$45,691",Delmonico Red Pearlcoat,5.7L V-8 Gas,4WD,Gas,Automatic
7532,2021,Ram,1500,"Big Horn Quad Cab 6'4"" Box 2WD","$45,881",Diamond Black Crystal Pearlcoat,5.7L V-8 Gas,RWD,Gas,Automatic
7533,2021,Jeep,Cherokee,Limited 4WD,"$41,119",Bright White Clearcoat,3.2L V-6 Gas,4WD,Gas,Automatic
7534,2021,Jeep,Grand Cherokee,Limited 4WD,"$44,719",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
7535,2021,Jeep,Cherokee,Limited 4WD,"$43,016",Slate Blue Pearlcoat,3.2L V-6 Gas,4WD,Gas,Automatic
7536,2022,Jeep,Compass,Sport 4WD,"$31,993",Diamond Black Crystal Pearlcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
7537,2021,Dodge,Challenger,R/T Scat Pack RWD,"$54,693",Indigo Blue,6.4L V-8 Gas,RWD,gas,Automatic
7538,2021,Jeep,Grand Cherokee,Laredo X 4WD,"$44,405",Sting-Gray Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
7539,2022,BMW,X5,xDrive40i,"$69,978",Mineral White Metallic,3.0L Inline-6 Hybrid Turbocharged,AWD,Hybrid,Automatic
7540,2021,Chrysler,Pacifica,Touring L FWD,"$47,044",Billet Silver Metallic Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
7541,2021,Chevrolet,Silverado 1500,Custom Trail Boss Crew Cab Short Bed 4WD,"$49,181",Black,5.3L V-8 Gas,4WD,Gas,Automatic
7542,2021,Ford,Expedition,XLT 4WD,"$58,179",Magnetic Metallic,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic
7543,2021,Chrysler,300,Touring L RWD,"$37,075",Canyon Sunset,3.6L V-6 Gas,RWD,Gas,Automatic
7544,2021,Nissan,Murano,SL FWD,"$43,826",Pearl White Tricoat,3.5L V-6 Gas,FWD,Gas,Automatic
7545,2022,Hyundai,Tucson,SEL FWD,"$33,103",Quartz White,2.5L Inline-4 Gas,FWD,Gas,Automatic
7546,2022,Jeep,Compass,Latitude 4WD,"$29,752",Laser Blue Pearlcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
7547,2022,Jeep,Wagoneer,Series III 4WD,"$91,603",Diamond Black Crystal Pearlcoat,5.7L V-8 Hybrid,4WD,Hybrid,Automatic
7548,2021,Nissan,Murano,SV AWD,"$39,377",Magnetic Black Pearl,3.5L V-6 Gas,AWD,Gas,Automatic
7549,2022,Mitsubishi,Outlander,ES FWD,"$28,812",White Diamond,2.5L Inline-4 Gas,FWD,Gas,Automatic
7550,2021,Ford,Ranger,Lariat SuperCrew 5' Box 4WD,"$45,162",Shadow Black,2.3L Inline-4 Gas Turbocharged,4WD,Gas,Automatic
7551,2021,Ford,Escape,SEL AWD,"$37,758",Agate Black Metallic,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
7552,2021,Chevrolet,Trailblazer,LT FWD,"$26,257",Summit White,1.3L Inline-3 Gas Turbocharged,FWD,Gas,Automatic
7553,2022,Ram,1500,"Limited Crew Cab 5'7"" Box 4WD","$67,938",Bright White Clearcoat,5.7L V-8 Gas,4WD,Gas,Automatic
7554,2021,Ford,F-150,XL Regular Cab 8' Box 4WD,"$39,884",Iconic Silver Metallic,3.3L V-6 Gas,4WD,Gas,Automatic
7555,2022,Jeep,Compass,Limited 4WD,"$34,886",Granite Crystal Metallic Clearcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
7556,2022,Jeep,Compass,Latitude 4WD,"$31,508",Laser Blue Pearlcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
7557,2021,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 4WD,"$52,290",Black,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic
7558,2021,Chevrolet,Silverado 1500,Custom Trail Boss Crew Cab Short Bed 4WD,"$49,171",Northsky Blue Metallic,5.3L V-8 Gas,4WD,Gas,Automatic
7559,2021,Honda,Accord,EX-L 1.5T CVT,"$34,698",Crystal Black Pearl,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
7560,2021,Ford,Expedition,XLT 4WD,"$61,336",Magnetic Metallic,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic
7561,2021,Ford,Edge,Titanium FWD,"$39,766",Star White Metallic Tri-Coat,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
7562,2022,Honda,Accord,Sport 1.5T CVT,"$29,365",Sonic Gray Pearl,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
7563,2022,Audi,e-tron GT,Premium Plus,"$111,005",Tango Red Metallic,L - Electric,AWD,Electric,Automatic
7564,2021,Chevrolet,Silverado 1500,LT Trail Boss Crew Cab Short Bed 4WD,"$54,077",Summit White,5.3L V-8 Gas,4WD,Gas,Automatic
7565,2021,Ram,1500,"Big Horn Quad Cab 6'4"" Box 2WD","$43,477",Diamond Black Crystal Pearlcoat,3.6L V-6 Gas,RWD,Gas,Automatic
7566,2022,Jeep,Compass,High Altitude 4WD,"$35,073",Bright White Clearcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
7567,2022,Jeep,Compass,Latitude 4WD,"$31,422",Diamond Black Crystal Pearlcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
7568,2022,Jeep,Compass,High Altitude 4WD,"$35,073",Bright White Clearcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
7569,2022,Jeep,Compass,Trailhawk 4WD,"$35,994",Sting-Gray Clearcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
7570,2021,Chrysler,Pacifica,Touring L FWD,"$47,983",Billet Silver Metallic Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
7571,2021,Ford,Explorer,ST 4WD,"$50,962",Agate Black Metallic,3.0L V-6 Gas Turbocharged,4WD,Gas,Automatic
7572,2021,Jeep,Grand Cherokee,L Limited 4WD,"$50,136",Baltic Gray Metallic Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
7573,2022,Chevrolet,Silverado 1500 LTD,LTZ Crew Cab Short Bed 4WD,"$59,695",Mosaic Black Metallic,6.2L V-8 Gas,4WD,Gas,Automatic
7574,2021,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,"$56,906",Velocity Blue Metallic,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic
7575,2021,Ford,F-150,XLT SuperCab 6.5' Box 4WD,"$51,021",Agate Black Metallic,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic
7576,2021,Ford,Escape,SE FWD,"$29,800",Rapid Red Metallic Tinted Clearcoat,1.5L Inline-3 Gas Turbocharged,FWD,Gas,Automatic
7577,2021,Ram,1500,"Big Horn Quad Cab 6'4"" Box 2WD","$43,144",Diamond Black Crystal Pearlcoat,3.6L V-6 Gas,RWD,Gas,Automatic
7578,2021,Ram,1500,"Big Horn Quad Cab 6'4"" Box 2WD","$48,225",Diamond Black Crystal Pearlcoat,5.7L V-8 Gas,RWD,Gas,Automatic
7579,2021,Chrysler,Pacifica,Touring L FWD,"$42,312",Billet Silver Metallic Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
7580,2021,Jeep,Grand Cherokee,Laredo X RWD,"$40,419",Velvet Red Pearlcoat,3.6L V-6 Gas,RWD,Gas,Automatic
7581,2021,Ford,Explorer,Platinum 4WD,"$58,403",Rapid Red Metallic Tinted Clearcoat,3.0L V-6 Gas Turbocharged,4WD,Gas,Automatic
7582,2021,Mercedes-Benz,GLC,GLC 300 SUV 4MATIC,"$52,670",Lunar Blue Metallic,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
7583,2021,Jeep,Grand Cherokee,L Limited 4WD,"$47,450",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
7584,2022,Toyota,Tacoma,TRD Off Road Double Cab 5' Bed V6 2WD Automatic,"$41,228",Bred,3.5L V-6 Gas,RWD,Gas,Automatic
7585,2021,GMC,Sierra 1500,Denali Crew Cab Short Bed 4WD,"$63,567",Hunter Metallic,5.3L V-8 Gas,4WD,Gas,Automatic
7586,2022,Jeep,Compass,High Altitude 4WD,"$35,073",Bright White Clearcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
7587,2022,Jeep,Compass,Trailhawk 4WD,"$35,994",Sting-Gray Clearcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
7588,2021,Chrysler,Pacifica,Touring L FWD,"$47,983",Billet Silver Metallic Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
7589,2021,Nissan,Maxima,SV,"$38,720",Super Black,3.5L V-6 Gas,FWD,Gas,Automatic
7590,2021,Jeep,Grand Cherokee,L Limited 4WD,"$50,136",Baltic Gray Metallic Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
7591,2022,Jeep,Compass,Limited 4WD,"$34,686",Granite Crystal Metallic Clearcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
7592,2021,Jeep,Grand Cherokee,L Limited 4WD,"$49,792",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
7593,2021,Chrysler,Pacifica,Touring L FWD,"$46,989",Billet Silver Metallic Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
7594,2021,Ram,1500,"Big Horn Quad Cab 6'4"" Box 2WD","$43,144",Diamond Black Crystal Pearlcoat,3.6L V-6 Gas,RWD,Gas,Automatic
7595,2022,Jeep,Compass,Limited 4WD,"$32,481",Granite Crystal Metallic Clearcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
7596,2021,Jeep,Cherokee,Limited 4WD,"$39,228",Sting-Gray Clearcoat,3.2L V-6 Gas,4WD,Gas,Automatic
7597,2021,Jeep,Wrangler,Unlimited Sport S,"$44,126",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
7598,2021,BMW,X1,xDrive28i,"$43,773",Phytonic Blue Metallic,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
7599,2021,Honda,Accord,EX-L 1.5T CVT,"$34,698",Crystal Black Pearl,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
7600,2021,Nissan,Maxima,SV,"$39,115",Carnelian Red Tintcoat,3.5L V-6 Gas,FWD,Gas,Automatic
7601,2021,Ford,Escape,SEL FWD,"$30,135",Antimatter Blue Metallic,1.5L Inline-3 Gas Turbocharged,FWD,Gas,Automatic
7602,2021,Honda,Passport,Touring AWD,"$41,846",Crystal Black Pearl,3.5L V-6 Gas,AWD,Gas,Automatic
7603,2022,Honda,Pilot,EX-L AWD,"$42,919",Lunar Silver Metallic,3.5L V-6 Gas,AWD,Gas,Automatic
7604,2021,Dodge,Charger,SXT RWD,"$31,619",Sinamon Stick,3.6L V-6 Gas,RWD,gas,Automatic
7605,2021,Ram,1500,"Big Horn Quad Cab 6'4"" Box 2WD","$46,312",Billet Silver Metallic Clearcoat,3.6L V-6 Gas,RWD,Gas,Automatic
7606,2021,Ram,1500,"Big Horn Quad Cab 6'4"" Box 2WD","$48,225",Diamond Black Crystal Pearlcoat,5.7L V-8 Gas,RWD,Gas,Automatic
7607,2021,Ford,Ranger,XLT SuperCrew 5' Box 4WD,"$41,452",Carbonized Gray Metallic,2.3L Inline-4 Gas Turbocharged,4WD,Gas,Automatic
7608,2021,Ford,Mustang,GT Premium Convertible,"$52,824",Shadow Black,5.0L V-8 Gas,RWD,Gas,Manual
7609,2021,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,"$61,487",Agate Black Metallic,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic
7610,2021,Ford,Ranger,XLT SuperCrew 5' Box 4WD,"$41,408",Carbonized Gray Metallic,2.3L Inline-4 Gas Turbocharged,4WD,Gas,Automatic
7611,2021,Ford,Ranger,Lariat SuperCrew 5' Box 4WD,"$46,239",Carbonized Gray Metallic,2.3L Inline-4 Gas Turbocharged,4WD,Gas,Automatic
7612,2021,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD","$74,207",Bright White Clearcoat,5.7L V-8 Gas,4WD,Gas,Automatic
7613,2021,Nissan,Altima,2.5 S FWD,"$26,380",Deep Blue Pearl,2.5L Inline-4 Gas,FWD,Gas,Automatic
7614,2021,Dodge,Charger,SXT RWD,"$30,973",Torred Clearcoat,3.6L V-6 Gas,RWD,gas,Automatic
7615,2022,Hyundai,Tucson,SEL FWD,"$29,012",Amazon Gray,2.5L Inline-4 Gas,FWD,Gas,Automatic
7616,2022,Chevrolet,Colorado,LT Crew Cab Standard Box 4WD,"$44,983",Cherry Red Tintcoat,3.6L V-6 Gas,4WD,Gas,Automatic
7617,2022,Toyota,Avalon,Hybrid XSE Nightshade FWD,"$44,742",Celestial Silver Metallic,2.5L Inline-4 Hybrid,FWD,Hybrid,Automatic
7618,2022,Toyota,Highlander,LE FWD,"$40,436",Magnetic Gray Metallic,3.5L V-6 Gas,FWD,Gas,Automatic
7619,2022,GMC,Sierra 1500 Limited,Elevation with 3SB Crew Cab Short Bed 4WD,"$58,619",Satin Steel Metallic,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic
7620,2022,Buick,Envision,Preferred FWD,"$34,941",Sapphire Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
7621,2021,Ford,Explorer,XLT 4WD,"$47,543",Forged Green Metallic,2.3L Inline-4 Gas Turbocharged,4WD,Gas,Automatic
7622,2021,Ford,Ranger,XLT SuperCrew 5' Box 4WD,"$40,334",Iconic Silver Metallic,2.3L Inline-4 Gas Turbocharged,4WD,Gas,Automatic
7623,2021,Ford,Explorer,King Ranch 4WD,"$63,432",Star White Metallic Tri-Coat,3.0L V-6 Gas Turbocharged,4WD,Gas,Automatic
7624,2022,GMC,Sierra 3500HD,Denali Crew Cab Standard Bed 4WD,"$81,575",Hunter Metallic,6.6L V-8 Diesel Turbocharged,4WD,Diesel,Automatic
7625,2022,Chevrolet,Silverado 1500 LTD,RST Double Cab Standard Bed 4WD,"$53,726",Satin Steel Metallic,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic
7626,2021,Jeep,Grand Cherokee,Laredo E 4WD,"$38,983",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
7627,2022,Jeep,Compass,Trailhawk 4WD,"$38,511",Sting-Gray Clearcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
7628,2021,Dodge,Charger,SXT RWD,"$32,410",Pitch Black Clearcoat,3.6L V-6 Gas,RWD,gas,Automatic
7629,2022,Jeep,Compass,Trailhawk 4WD,"$37,715",Granite Crystal Metallic Clearcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
7630,2022,Volkswagen,Tiguan,SE 4MOTION,"$32,590",Pure White,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
7631,2022,Volkswagen,Passat,2.0T SE,"$28,493",Pure White,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
7632,2022,Volkswagen,Passat,2.0T SE,"$28,558",Platinum Gray Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
7633,2021,Jeep,Grand Cherokee,L Overland 4WD,"$62,191",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
7634,2022,Buick,Encore GX,Select FWD,"$27,648",Satin Steel Metallic,1.3L Inline-3 Gas Turbocharged,FWD,Gas,Automatic
7635,2022,Jeep,Compass,Latitude 4WD,"$32,838",Diamond Black Crystal Pearlcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
7636,2021,Dodge,Charger,R/T RWD,"$47,444",Pitch Black Clearcoat,5.7L V-8 Gas,RWD,gas,Automatic
7637,2022,Ram,1500,"Big Horn Quad Cab 6'4"" Box 4WD","$47,787",Diamond Black Crystal Pearlcoat,5.7L V-8 Gas,4WD,Gas,Automatic
7638,2021,Jeep,Grand Cherokee,L Limited 4WD,"$53,335",Velvet Red Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
7639,2021,Jeep,Grand Cherokee,Limited 4WD,"$45,172",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
7640,2021,Jeep,Grand Cherokee,L Overland 4WD,"$62,537",Velvet Red Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
7641,2021,Jeep,Wrangler,Unlimited Rubicon 4xe,"$61,234",Hydro Blue Pearlcoat,2.0L Inline-4 Plug-In Hybrid Turbocharged,4WD,gas,Automatic
7642,2021,Dodge,Durango,SXT Plus AWD,"$45,663",White Knuckle Clearcoat,3.6L V-6 Gas,AWD,Gas,Automatic
7643,2021,Dodge,Durango,GT Plus AWD,"$52,140",Db Black Clearcoat,3.6L V-6 Gas,AWD,Gas,Automatic
7644,2022,Audi,A5,Premium Plus Sportback 40 TFSI,"$53,665",Ibis White,2.0L Inline-4 Hybrid Turbocharged,AWD,Hybrid,Automatic
7645,2021,Ford,Mustang,EcoBoost Fastback,"$32,061",Antimatter Blue Metallic,2.3L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
7646,2022,Hyundai,Santa Fe,Limited FWD,"$39,639",Stormy Sea,2.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
7647,2021,Jeep,Grand Cherokee,Altitude 4WD,"$47,714",Velvet Red Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
7648,2021,GMC,Sierra 1500,Elevation with 3SB Double Cab Standard Bed 4WD,"$51,581",Summit White,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic
7649,2021,Mazda,Mazda6,Grand Touring,"$31,409",Jet Black Mica,2.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
7650,2021,Ram,1500,"Laramie Crew Cab 5'7"" Box 4WD","$67,819",Billet Silver Metallic Clearcoat,3.0L V-6 Diesel Turbocharged,4WD,Diesel,Automatic
7651,2021,Ford,Edge,SE AWD,"$35,478",Carbonized Gray Metallic,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
7652,2022,Jeep,Compass,Trailhawk 4WD,"$36,785",Sting-Gray Clearcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
7653,2021,Ford,Edge,ST AWD,"$46,048",Star White Metallic Tri-Coat,2.7L V-6 Gas Turbocharged,AWD,Gas,Automatic
7654,2021,Ford,Edge,SEL AWD,"$42,677",Agate Black Metallic,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
7655,2021,Ford,Edge,Titanium AWD,"$45,287",Star White Metallic Tri-Coat,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
7656,2022,Chevrolet,Silverado 3500HD,LT Regular Cab Long Bed 4WD,"$46,792",Summit White,6.6L V-8 Gas,4WD,Gas,Automatic
7657,2021,Jeep,Cherokee,80th Anniversary 4WD,"$37,743",Bright White Clearcoat,3.2L V-6 Gas,4WD,Gas,Automatic
7658,2021,Ram,1500,"Laramie Crew Cab 5'7"" Box 4WD","$59,380",Hydro Blue Pearlcoat,5.7L V-8 Gas,4WD,Gas,Automatic
7659,2021,Chevrolet,Silverado 1500,High Country Crew Cab Short Bed 4WD,"$68,035",Iridescent Pearl Tricoat,3.0L V-6 Diesel Turbocharged,4WD,Diesel,Automatic
7660,2021,Ram,1500 Classic,"Tradesman Crew Cab 5'7"" Box 2WD","$41,395",Diamond Black Crystal Pearlcoat,5.7L V-8 Gas,RWD,Gas,Automatic
7661,2021,Jeep,Grand Cherokee,L Limited 4WD,"$47,571",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
7662,2021,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD","$54,001",Diamond Black Crystal Pearlcoat,5.7L V-8 Gas,4WD,Gas,Automatic
7663,2021,Chrysler,300,S RWD,"$45,864",Granite Crystal Metallic Clearcoat,3.6L V-6 Gas,RWD,Gas,Automatic
7664,2022,Nissan,Frontier,SV Crew Cab 4WD,"$42,234",Glacier White,3.8L V-6 Gas,4WD,Gas,Automatic
7665,2021,GMC,Sierra 1500,Elevation with 3VL Double Cab Standard Bed 4WD,"$46,436",Summit White,2.7L Inline-4 Gas Turbocharged,4WD,Gas,Automatic
7666,2022,Hyundai,Venue,SE IVT,"$20,719",Ceramic White,1.6L Inline-4 Gas,FWD,gas,Automatic
7667,2021,Dodge,Durango,SXT Plus AWD,"$45,198",White Knuckle Clearcoat,3.6L V-6 Gas,AWD,Gas,Automatic
7668,2022,Chevrolet,Silverado 3500HD,WT Crew Cab Standard Bed 4WD,No Price Available,Summit White,6.6L V-8 Gas,4WD,Gas,Automatic
7669,2022,Chevrolet,Silverado 2500HD,WT Crew Cab Standard Bed 4WD,"$47,367",Summit White,6.6L V-8 Gas,4WD,Gas,Automatic
7670,2022,Chevrolet,Silverado 2500HD,WT Crew Cab Standard Bed 4WD,"$47,367",Red Hot,6.6L V-8 Gas,4WD,Gas,Automatic
7671,2021,Chevrolet,Blazer,2LT AWD,"$34,108",Red Hot,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
7672,2022,Chevrolet,Silverado 2500HD,WT Crew Cab Standard Bed 4WD,"$47,367",Summit White,6.6L V-8 Gas,4WD,Gas,Automatic
7673,2021,Nissan,Rogue,S FWD,"$27,537",Caspian Blue Metallic,2.5L Inline-4 Gas,FWD,Gas,Automatic
7674,2021,Nissan,Rogue Sport,S FWD,"$26,294",Magnetic Black Pearl,2.0L Inline-4 Gas,FWD,Gas,Automatic
7675,2021,Nissan,Rogue Sport,S AWD,"$27,674",Magnetic Black Pearl,2.0L Inline-4 Gas,AWD,Gas,Automatic
7676,2021,Toyota,Venza,XLE AWD,"$42,140",Coastal Gray Metallic,2.5L Inline-4 Hybrid,AWD,Hybrid,Automatic
7677,2022,Volkswagen,Taos,S 4MOTION,"$27,679",Deep Black Pearl,1.5L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
7678,2021,Dodge,Durango,SXT Plus AWD,"$43,618",Db Black Clearcoat,3.6L V-6 Gas,AWD,Gas,Automatic
7679,2021,Nissan,Altima,2.0 SR FWD,"$31,835",Brilliant Silver Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
7680,2021,Chrysler,Pacifica,Touring L FWD,"$45,779",Bright White Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
7681,2021,Toyota,Tundra,SR5 CrewMax 5.5' Bed 5.7L 2WD,"$45,171",Super White,5.7L V-8 Gas,RWD,Gas,Automatic
7682,2021,Dodge,Durango,SXT Plus AWD,"$45,198",Db Black Clearcoat,3.6L V-6 Gas,AWD,Gas,Automatic
7683,2021,Nissan,Rogue,SV AWD,"$32,275",Pearl White Tricoat,2.5L Inline-4 Gas,AWD,Gas,Automatic
7684,2021,Nissan,Kicks,S,"$21,479",Gun Metallic,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
7685,2021,Ford,Mustang,GT Premium Convertible,"$51,664",Carbonized Gray Metallic,5.0L V-8 Gas,RWD,Gas,Automatic
7686,2021,Volkswagen,ID.4,Pro S RWD,"$47,844",Glacier White Metallic/Black Roof,L - Electric,RWD,Electric,Automatic
7687,2021,Volkswagen,Jetta,R-Line Manual,"$24,531",Deep Black Pearl,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Manual
7688,2021,Nissan,Altima,2.5 SR AWD,"$29,820",Deep Blue Pearl,2.5L Inline-4 Gas,AWD,Gas,Automatic
7689,2021,Nissan,Altima,2.5 SV FWD,"$27,259",Scarlet Ember Tintcoat,2.5L Inline-4 Gas,FWD,Gas,Automatic
7690,2021,Ford,Mustang,GT Fastback,"$39,561",Velocity Blue Metallic,5.0L V-8 Gas,RWD,Gas,Automatic
7691,2021,Jeep,Grand Cherokee,Altitude RWD,"$44,648",Silver Zynith,3.6L V-6 Gas,RWD,Gas,Automatic
7692,2021,Nissan,Altima,2.5 SV AWD,"$30,903",Gun Metallic,2.5L Inline-4 Gas,AWD,Gas,Automatic
7693,2021,Nissan,Rogue Sport,SV AWD,"$31,977",Gun Metallic,2.0L Inline-4 Gas,AWD,Gas,Automatic
