,year,make,model,sub_model,price,exterior_color,engine,drive_type,fuel_type,transmission
2758,2021,Nissan,Rogue,SV FWD,"$28,827",Brilliant Silver Metallic,2.5L Inline-4 Gas,FWD,Gas,Automatic
2759,2022,Ram,1500,"Big Horn Quad Cab 6'4"" Box 4WD","$46,153",Billet Silver Metallic Clearcoat,5.7L V-8 Gas,4WD,Gas,Automatic
2760,2021,Nissan,Rogue,SL FWD,"$34,449",Pearl White Tricoat,2.5L Inline-4 Gas,FWD,Gas,Automatic
2761,2022,Toyota,Corolla,SE CVT,"$26,024",Ruby Flare Pearl,2.0L Inline-4 Gas,FWD,Gas,Automatic
2762,2022,Lexus,RX,RX 350 FWD,"$54,688",Atomic Silver,3.5L V-6 Gas,FWD,gas,Automatic
2763,2022,Lexus,ES,ES 300h Ultra Luxury FWD,"$55,016",Iridium,2.5L Inline-4 Hybrid,FWD,gas,Automatic
2764,2022,Lexus,RX,RX 350 FWD,"$54,474",Atomic Silver,3.5L V-6 Gas,FWD,gas,Automatic
2765,2022,Lexus,RX,RX 350 FWD,"$54,688",Atomic Silver,3.5L V-6 Gas,FWD,gas,Automatic
2766,2022,Lexus,RX,RX 350 FWD,"$54,365",Atomic Silver,3.5L V-6 Gas,FWD,gas,Automatic
2767,2022,Lexus,RX,RX 350 F Sport Handling AWD,"$58,011",Caviar,3.5L V-6 Gas,AWD,gas,Automatic
2768,2021,Jeep,Wrangler,Unlimited Sport S,"$50,207",Hydro Blue Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
2769,2022,Buick,Encore GX,Select AWD,"$31,687",Ebony Twilight Metallic,1.3L Inline-3 Gas Turbocharged,AWD,Gas,Automatic
2770,2022,Buick,Encore GX,Select AWD,"$31,687",Ebony Twilight Metallic,1.3L Inline-3 Gas Turbocharged,AWD,Gas,Automatic
2771,2022,GMC,Sierra 1500 Limited,Elevation with 3SB Crew Cab Short Bed 4WD,"$57,550",Quicksilver Metallic,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic
2772,2022,Buick,Encore GX,Select AWD,"$31,687",Ebony Twilight Metallic,1.3L Inline-3 Gas Turbocharged,AWD,Gas,Automatic
2773,2022,Buick,Encore GX,Select FWD,"$29,205",Satin Steel Metallic,1.2L Inline-3 Gas Turbocharged,FWD,Gas,Automatic
2774,2021,Mazda,CX-30,Premium AWD,"$30,056",Snowflake White Pearl Mica,2.5L Inline-4 Gas,AWD,Gas,Automatic
2775,2021,Mazda,CX-9,Grand Touring AWD,"$41,998",Sonic Silver Metallic,2.5L Inline-4 Gas Turbocharged,AWD,gas,Automatic
2776,2021,Mazda,CX-5,Grand Touring Reserve AWD,"$34,444",Deep Crystal Blue Mica,2.5L Inline-4 Gas Turbocharged,AWD,gas,Automatic
2777,2021,Jeep,Grand Cherokee,Laredo X RWD,"$39,367",Granite Crystal Metallic Clearcoat,3.6L V-6 Gas,RWD,Gas,Automatic
2778,2021,Acura,TLX,SH-AWD with Technology Package,"$41,896",Performance Red Pearl,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
2779,2021,Toyota,RAV4,XLE Premium FWD,"$35,931",Blizzard Pearl,2.5L Inline-4 Gas,FWD,Gas,Automatic
2780,2022,Lexus,RX,RX 350 FWD,"$51,698",Caviar,3.5L V-6 Gas,FWD,gas,Automatic
2781,2022,Chevrolet,Corvette,Stingray 3LT Convertible,"$118,993",Red Mist Metallic Tintcoat,6.2L V-8 Gas,RWD,Gas,Automatic
2782,2021,Mazda,CX-9,Signature AWD,"$47,753",Machine Gray Metallic,2.5L Inline-4 Gas Turbocharged,AWD,gas,Automatic
2783,2021,Mazda,CX-9,Touring FWD,"$39,386",Machine Gray Metallic,2.5L Inline-4 Gas Turbocharged,FWD,gas,Automatic
2784,2021,Mazda,CX-30,Turbo AWD,"$30,174",Jet Black Mica,2.5L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
2785,2021,Buick,Enclave,Avenir FWD,"$53,565",White Frost Tricoat,3.6L V-6 Gas,FWD,Gas,Automatic
2786,2022,Hyundai,Tucson,SEL AWD,"$34,191",Shimmering Silver,2.5L Inline-4 Gas,AWD,Gas,Automatic
2787,2022,Hyundai,Tucson,SEL AWD,"$34,191",Amazon Gray,2.5L Inline-4 Gas,AWD,Gas,Automatic
2788,2022,Kia,Sorento,Hybrid EX FWD,"$39,104",Silky Silver,1.6L Inline-4 Hybrid Turbocharged,FWD,Hybrid,Automatic
2789,2022,Nissan,Frontier,SV Crew Cab 2WD,"$39,630",Deep Blue Pearl,3.8L V-6 Gas,RWD,Gas,Automatic
2790,2022,Ram,1500,"Limited Crew Cab 5'7"" Box 4WD","$73,694",Diamond Black Crystal Pearlcoat,5.7L V-8 Gas,4WD,Gas,Automatic
2791,2022,Nissan,Frontier,S Crew Cab 2WD,"$32,881",Super Black,3.8L V-6 Gas,RWD,Gas,Automatic
2792,2021,Jeep,Gladiator,Rubicon,"$61,485",Black Clearcoat,3.0L V-6 Diesel Turbocharged,4WD,Diesel,Automatic
2793,2022,Kia,K5,EX FWD,"$34,002",Glacial White Pearl,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2794,2022,Kia,Niro,Plug-In Hybrid LXS,"$33,462",Aurora Black Pearl,1.6L Inline-4 Plug-In Hybrid,FWD,Plug-In Hybrid,Automatic
2795,2022,Lexus,RX,RX 350 FWD,"$51,410",Atomic Silver,3.5L V-6 Gas,FWD,gas,Automatic
2796,2022,Lexus,RX,RX 350 FWD,"$54,365",Nebula Gray Pearl,3.5L V-6 Gas,FWD,gas,Automatic
2797,2022,Lexus,RX,RX 350 FWD,"$54,688",Atomic Silver,3.5L V-6 Gas,FWD,gas,Automatic
2798,2021,Toyota,RAV4,LE FWD,"$29,140",Super White,2.5L Inline-4 Gas,FWD,Gas,Automatic
2799,2022,Land,Rover Range Rover Evoque,SE,"$58,851",Fuji White,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
2800,2021,Mazda,CX-5,Grand Touring Reserve AWD,"$35,334",Soul Red Crystal Metallic,2.5L Inline-4 Gas Turbocharged,AWD,gas,Automatic
2801,2021,Ram,ProMaster Cargo Van,"1500 Low Roof 136""","$37,985",Bright White Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
2802,2021,Ford,Edge,ST AWD,"$50,034",Lithium Gray,2.7L V-6 Gas Turbocharged,AWD,Gas,Automatic
2803,2022,Kia,Stinger,GT1 RWD,"$45,350",Unknown,3.3L V-6 Gas Turbocharged,RWD,Gas,Automatic
2804,2022,Honda,HR-V,EX-L FWD,"$27,365",Crystal Black Pearl,1.8L Inline-4 Gas,FWD,gas,Automatic
2805,2022,Honda,CR-V,EX-L FWD,"$32,392",Platinum White Pearl,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2806,2022,Honda,CR-V,EX FWD,"$29,412",Crystal Black Pearl,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2807,2022,Honda,CR-V,EX FWD,"$29,412",Modern Steel Metallic,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2808,2022,Honda,CR-V,EX FWD,"$29,412",Modern Steel Metallic,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2809,2022,Honda,HR-V,Sport FWD,"$24,891",Platinum White Pearl,1.8L Inline-4 Gas,FWD,gas,Automatic
2810,2022,Honda,CR-V,EX-L FWD,"$32,392",Platinum White Pearl,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2811,2021,Ram,ProMaster Cargo Van,"1500 Low Roof 136""","$38,330",Bright White Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
2812,2021,Chevrolet,Silverado 1500,Custom Trail Boss Crew Cab Short Bed 4WD,"$48,795",Silver Ice Metallic,5.3L V-8 Gas,4WD,Gas,Automatic
2813,2022,Honda,Accord,Sport SE 1.5T CVT,"$31,458",Still Night Pearl,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2814,2021,Ram,1500,"Lone Star Quad Cab 6'4"" Box 2WD","$45,751",Maximum Steel Metallic Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
2815,2022,Mercedes-Benz,GLC,GLC 300 SUV RWD,"$49,980",Obsidian Black Metallic,2.0L Inline-4 Gas Turbocharged,RWD,gas,Automatic
2816,2022,Mercedes-Benz,GLC,GLC 300 SUV RWD,"$49,485",Polar White,2.0L Inline-4 Gas Turbocharged,RWD,gas,Automatic
2817,2021,Mercedes-Benz,GLC,GLC 300 SUV RWD,"$54,177",Polar White,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
2818,2022,Mercedes-Benz,GLC,GLC 300 SUV RWD,"$48,704",Graphite Grey Metallic,2.0L Inline-4 Gas Turbocharged,RWD,gas,Automatic
2819,2021,Ford,Ranger,XLT SuperCrew 5' Box 4WD,"$59,085",Cactus Gray,2.3L Inline-4 Gas Turbocharged,4WD,Gas,Automatic
2820,2022,Buick,Encore GX,Select AWD,"$31,687",Ebony Twilight Metallic,1.3L Inline-3 Gas Turbocharged,AWD,Gas,Automatic
2821,2022,Buick,Encore GX,Select AWD,"$31,687",Ebony Twilight Metallic,1.3L Inline-3 Gas Turbocharged,AWD,Gas,Automatic
2822,2022,GMC,Sierra 1500 Limited,Elevation with 3SB Crew Cab Short Bed 4WD,"$57,550",Quicksilver Metallic,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic
2823,2022,Buick,Encore GX,Select AWD,"$31,687",Ebony Twilight Metallic,1.3L Inline-3 Gas Turbocharged,AWD,Gas,Automatic
2824,2022,Buick,Encore GX,Select FWD,"$29,205",Satin Steel Metallic,1.2L Inline-3 Gas Turbocharged,FWD,Gas,Automatic
2825,2021,Mazda,CX-30,Premium AWD,"$30,056",Snowflake White Pearl Mica,2.5L Inline-4 Gas,AWD,Gas,Automatic
2826,2021,Mazda,CX-9,Grand Touring AWD,"$41,998",Sonic Silver Metallic,2.5L Inline-4 Gas Turbocharged,AWD,gas,Automatic
2827,2021,Mazda,CX-5,Grand Touring Reserve AWD,"$34,444",Deep Crystal Blue Mica,2.5L Inline-4 Gas Turbocharged,AWD,gas,Automatic
2828,2021,Mazda,CX-5,Grand Touring Reserve AWD,"$35,334",Soul Red Crystal Metallic,2.5L Inline-4 Gas Turbocharged,AWD,gas,Automatic
2829,2021,Buick,Enclave,Avenir FWD,"$53,565",White Frost Tricoat,3.6L V-6 Gas,FWD,Gas,Automatic
2830,2022,Honda,Civic,Sport Sedan CVT,"$24,659",Platinum White Pearl,2.0L Inline-4 Gas,FWD,gas,Automatic
2831,2022,Honda,HR-V,Sport AWD,"$26,243",Milano Red,1.8L Inline-4 Gas,AWD,gas,Automatic
2832,2022,Honda,Pilot,EX-L AWD,"$42,757",Platinum White Pearl,3.5L V-6 Gas,AWD,Gas,Automatic
2833,2022,Honda,Civic,Sport Sedan CVT,"$24,659",Platinum White Pearl,2.0L Inline-4 Gas,FWD,gas,Automatic
2834,2022,Honda,Civic,Sport Sedan CVT,"$24,659",Platinum White Pearl,2.0L Inline-4 Gas,FWD,gas,Automatic
2835,2022,Hyundai,Kona,Limited AWD DCT,"$32,500",Pulse Red,1.6L Inline-4 Gas Turbocharged,AWD,gas,Automatic
2836,2021,Mercedes-Benz,GLC,GLC 300 SUV RWD,"$50,703",Polar White,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
2837,2022,Mercedes-Benz,GLE,GLE 350 4MATIC,"$77,554",Emerald Green Metallic,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
2838,2022,Mercedes-Benz,GLE,GLE 350 4MATIC,"$71,135",Polar White,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
2839,2021,Chrysler,300,S RWD,"$43,334",Gloss Black,5.7L V-8 Gas,RWD,Gas,Automatic
2840,2021,Acura,TLX,FWD with Advance Package,"$47,867",Modern Steel Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2841,2021,Acura,TLX,Standard SH-AWD,"$42,744",Platinum White Pearl,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
2842,2022,Acura,MDX,Standard SH-AWD,"$50,635",Gray,3.5L V-6 Gas,AWD,gas,Automatic
2843,2021,Mercedes-Benz,Sprinter Cargo Van,"2500 High Roof V6 170"" RWD","$56,087",Arctic White,3.0L V-6 Diesel Turbocharged,RWD,Diesel,Automatic
2844,2021,Chrysler,300,Touring RWD,"$32,338",Bright White Clearcoat,3.6L V-6 Gas,RWD,Gas,Automatic
2845,2022,Honda,HR-V,EX AWD,"$27,937",Platinum White Pearl,1.8L Inline-4 Gas,AWD,gas,Automatic
2846,2022,Honda,HR-V,Sport AWD,"$26,632",Modern Steel Metallic,1.8L Inline-4 Gas,AWD,gas,Automatic
2847,2022,Honda,HR-V,EX AWD,"$27,937",Platinum White Pearl,1.8L Inline-4 Gas,AWD,gas,Automatic
2848,2022,Honda,HR-V,EX AWD,"$27,937",Midnight Amethyst,1.8L Inline-4 Gas,AWD,gas,Automatic
2849,2022,Honda,CR-V,Hybrid Touring AWD,"$37,914",Platinum White Pearl,2.0L Inline-4 Hybrid,AWD,Hybrid,Automatic
2850,2022,Honda,Civic,Sport Sedan CVT,"$24,715",Rallye Red,2.0L Inline-4 Gas,FWD,gas,Automatic
2851,2021,Jeep,Cherokee,Latitude Lux FWD,"$34,531",Light Brownstone Pearlcoat,3.2L V-6 Gas,FWD,Gas,Automatic
2852,2021,Chrysler,Pacifica,Touring L FWD,"$47,900",Billet Silver Metallic Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
2853,2021,Dodge,Challenger,GT AWD,"$39,988",Smoke Show,3.6L V-6 Gas,AWD,gas,Automatic
2854,2022,Honda,CR-V,Hybrid EX AWD,"$32,840",Sonic Gray Pearl,2.0L Inline-4 Hybrid,AWD,Hybrid,Automatic
2855,2021,Nissan,Titan,SV Crew Cab 4WD,"$51,828",Gun Metallic,5.6L V-8 Gas,4WD,Gas,Automatic
2856,2022,Honda,Ridgeline,RTL,"$44,263",Modern Steel Metallic,3.5L V-6 Gas,AWD,Gas,Automatic
2857,2021,Nissan,Titan,SV Crew Cab 4WD,"$53,618",Super Black,5.6L V-8 Gas,4WD,Gas,Automatic
2858,2021,Nissan,Titan,Platinum Reserve Crew Cab 4WD,"$61,831",Pearl White,5.6L V-8 Gas,4WD,Gas,Automatic
2859,2022,Hyundai,Ioniq,Plug-In Hybrid SE,"$28,172",Intense Blue,1.6L Inline-4 Plug-In Hybrid,FWD,Plug-In Hybrid,Automatic
2860,2021,Ram,ProMaster Cargo Van,"2500 Low Roof 136""","$39,061",Bright White Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
2861,2022,Nissan,Frontier,SV Crew Cab 2WD,"$36,974",Tactical Green Metallic,3.8L V-6 Gas,RWD,Gas,Automatic
2862,2021,Mazda,Mazda3,Premium 4-Door FWD,"$29,158",Soul Red Crystal Metallic,2.5L Inline-4 Gas,FWD,gas,Automatic
2863,2021,Nissan,Altima,2.5 S FWD,"$25,979",Super Black,2.5L Inline-4 Gas,FWD,Gas,Automatic
2864,2021,Dodge,Challenger,R/T RWD,"$38,641",Frostbite,5.7L V-8 Gas,RWD,Gas,Manual
2865,2021,Mazda,Mazda6,Grand Touring,"$31,361",Machine Gray Metallic,2.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2866,2021,Nissan,Rogue,SV FWD,"$29,438",Caspian Blue Metallic,2.5L Inline-4 Gas,FWD,Gas,Automatic
2867,2021,Ford,Bronco Sport,Outer Banks,"$41,363",Rapid Red Metallic Tinted Clearcoat,1.5L Inline-3 Gas Turbocharged,4WD,Gas,Automatic
2868,2021,Ford,Bronco Sport,Base,"$34,351",Shadow Black,1.5L Inline-3 Gas Turbocharged,4WD,Gas,Automatic
2869,2021,Jeep,Wrangler,Unlimited Sport S,"$50,207",Hydro Blue Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
2870,2022,Buick,Encore GX,Select AWD,"$31,687",Ebony Twilight Metallic,1.3L Inline-3 Gas Turbocharged,AWD,Gas,Automatic
2871,2022,Buick,Encore GX,Select AWD,"$31,687",Ebony Twilight Metallic,1.3L Inline-3 Gas Turbocharged,AWD,Gas,Automatic
2872,2022,GMC,Sierra 1500 Limited,Elevation with 3SB Crew Cab Short Bed 4WD,"$57,550",Quicksilver Metallic,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic
2873,2022,Buick,Encore GX,Select AWD,"$31,687",Ebony Twilight Metallic,1.3L Inline-3 Gas Turbocharged,AWD,Gas,Automatic
2874,2022,Buick,Encore GX,Select FWD,"$29,205",Satin Steel Metallic,1.2L Inline-3 Gas Turbocharged,FWD,Gas,Automatic
2875,2021,Mazda,CX-30,Premium AWD,"$30,056",Snowflake White Pearl Mica,2.5L Inline-4 Gas,AWD,Gas,Automatic
2876,2021,Mazda,CX-9,Grand Touring AWD,"$41,998",Sonic Silver Metallic,2.5L Inline-4 Gas Turbocharged,AWD,gas,Automatic
2877,2021,Mazda,CX-5,Grand Touring Reserve AWD,"$34,444",Deep Crystal Blue Mica,2.5L Inline-4 Gas Turbocharged,AWD,gas,Automatic
2878,2021,Nissan,Altima,2.5 SR AWD,"$30,366",Gun Metallic,2.5L Inline-4 Gas,AWD,Gas,Automatic
2879,2021,Subaru,Crosstrek,2.5i Limited CVT,"$32,548",Pure Red,2.5L Flat-4 Gas,AWD,Gas,Automatic
2880,2021,Jeep,Grand Cherokee,Laredo E 4WD,"$42,344",Billet Silver Metallic Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
2881,2021,Chrysler,Pacifica,Touring L FWD,"$42,012",Maximum Steel Metallic Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
2882,2021,Dodge,Charger,R/T RWD,"$39,675",Pitch Black Clearcoat,5.7L V-8 Gas,RWD,gas,Automatic
2883,2021,Jeep,Grand Cherokee,Limited 4WD,"$51,877",Bright White Clearcoat,5.7L V-6 Gas,4WD,Gas,Automatic
2884,2021,Dodge,Challenger,R/T RWD,"$39,151",Triple Nickel Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
2885,2022,Jeep,Compass,Latitude 4WD,"$34,040",Granite Crystal Metallic Clearcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
2886,2022,Ram,1500,"Lone Star Crew Cab 5'7"" Box 2WD","$48,795",Diamond Black Crystal Pearlcoat,5.7L V-8 Gas,RWD,Gas,Automatic
2887,2021,Jeep,Gladiator,Freedom,"$49,782",Snazzberry Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
2888,2021,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 4WD,"$51,781",Satin Steel Metallic,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic
2889,2021,Chevrolet,Silverado 1500,LT with 1LT Crew Cab Short Bed 4WD,"$49,419",Northsky Blue Metallic,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic
2890,2021,Ram,1500 Classic,"Warlock Quad Cab 6'4"" Box 2WD","$43,725",Delmonico Red Pearlcoat,5.7L V-8 Gas,RWD,Gas,Automatic
2891,2022,Kia,Soul,LX IVT,"$22,581",Mars Orange,2.0L Inline-4 Gas,FWD,Gas,Automatic
2892,2022,Kia,Sorento,SX Prestige FWD,"$49,324",Sparkling Silver,2.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2893,2021,Jeep,Gladiator,Sport S,"$43,687",Sting-Gray Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
2894,2021,Jeep,Grand Cherokee,L Limited 4WD,"$55,431",Silver Zynith,3.6L V-6 Gas,4WD,Gas,Automatic
2895,2021,Dodge,Durango,SXT Plus RWD,"$40,456",Granite Clearcoat,3.6L V-6 Gas,RWD,Gas,Automatic
2896,2020,Lexus,UX,UX 200 FWD,No Price Available,Eminent White Pearl,2.0L Inline-4 Gas,FWD,Gas,Automatic
2897,2021,Ram,1500 Classic,"Tradesman Crew Cab 5'7"" Box 4WD","$45,372",Maximum Steel Metallic Clearcoat,5.7L V-8 Gas,4WD,Gas,Automatic
2898,2021,Toyota,RAV4,XLE FWD,"$29,688",Silver Sky Metallic,2.5L Inline-4 Gas,FWD,Gas,Automatic
2899,2021,Jeep,Grand Cherokee,Limited X RWD,"$48,698",Bright White Clearcoat,3.6L V-6 Gas,RWD,Gas,Automatic
2900,2021,Ford,F-150,Raptor SuperCrew 5.5' Box 4WD,"$94,029",Lead Foot,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic
2901,2021,Ford,F-150,XL SuperCrew 5.5' Box 2WD,"$43,531",Space White Metallic,5.0L V-8 Gas,RWD,Gas,Automatic
2902,2021,Cadillac,XT4,Premium Luxury FWD,"$41,885",Radiant Silver Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2903,2021,Mazda,CX-5,Touring AWD,"$31,590",Soul Red Crystal Metallic,2.5L Inline-4 Gas,AWD,Gas,Automatic
2904,2021,Mazda,Mazda6,Grand Touring Reserve,"$33,689",Soul Red Crystal Metallic,2.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2905,2021,Mazda,CX-5,Grand Touring AWD,"$35,410",Soul Red Crystal Metallic,2.5L Inline-4 Gas,AWD,gas,Automatic
2906,2021,Mazda,CX-5,Touring AWD,"$29,562",Deep Crystal Blue Mica,2.5L Inline-4 Gas,AWD,Gas,Automatic
2907,2021,Chevrolet,Suburban,Z71 4WD,"$66,136",Summit White,5.3L V-8 Gas,4WD,Gas,Automatic
2908,2021,Jeep,Grand Cherokee,L Limited 4WD,"$50,995",Diamond Black Crystal Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
2909,2021,Ram,1500 Classic,"Tradesman Crew Cab 5'7"" Box 4WD","$41,142",Billet Silver Metallic Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
2910,2022,Honda,Civic,Sport Hatchback CVT,"$25,553",Crystal Black Pearl,2.0L Inline-4 Gas,FWD,Gas,Automatic
2911,2021,Honda,Passport,EX-L FWD,"$37,054",Platinum White Pearl,3.5L V-6 Gas,FWD,Gas,Automatic
2912,2022,Chevrolet,Tahoe,Z71 4WD,"$69,840",Black,5.3L V-8 Gas,4WD,Gas,Automatic
2913,2022,Hyundai,Santa Fe,SEL FWD,"$41,312",Stormy Sea,2.5L Inline-4 Gas,FWD,Gas,Automatic
2914,2021,Jeep,Grand Cherokee,L Limited 4WD,"$50,995",Diamond Black Crystal Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
2915,2021,Jeep,Grand Cherokee,Limited X RWD,"$48,698",Bright White Clearcoat,3.6L V-6 Gas,RWD,Gas,Automatic
2916,2021,Jeep,Wrangler,Unlimited Willys,"$46,659",Sarge Green Clearcoat,2.0L V-4 Gas Turbocharged,4WD,Gas,Automatic
2917,2021,Ram,1500 Classic,"Tradesman Crew Cab 5'7"" Box 4WD","$41,142",Billet Silver Metallic Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
2918,2021,Ram,1500 Classic,"Tradesman Crew Cab 5'7"" Box 4WD","$44,521",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
2919,2021,Jeep,Wrangler,Unlimited Freedom,"$45,094",Hellayella Clearcoat,3.6L V-6 Gas,4WD,Gas,Manual
2920,2021,Cadillac,XT4,Premium Luxury FWD,"$41,885",Radiant Silver Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2921,2021,Mazda,CX-5,Touring AWD,"$31,590",Soul Red Crystal Metallic,2.5L Inline-4 Gas,AWD,Gas,Automatic
2922,2021,Mazda,Mazda6,Grand Touring Reserve,"$33,689",Soul Red Crystal Metallic,2.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2923,2021,Mazda,CX-5,Grand Touring AWD,"$35,410",Soul Red Crystal Metallic,2.5L Inline-4 Gas,AWD,gas,Automatic
2924,2021,Mazda,CX-5,Touring AWD,"$29,562",Deep Crystal Blue Mica,2.5L Inline-4 Gas,AWD,Gas,Automatic
2925,2021,Mazda,CX-30,Premium AWD,"$31,550",Deep Crystal Blue Mica,2.5L Inline-4 Gas,AWD,Gas,Automatic
2926,2021,Ford,Mustang,GT Premium Fastback,"$49,475",Carbonized Gray Metallic,5.0L V-8 Gas,RWD,Gas,Automatic
2927,2020,Cadillac,CT5,V-Series,No Price Available,Velocity Red,3.0L V-6 Gas Turbocharged,RWD,Gas,Automatic
2928,2021,Ford,Mustang,GT Fastback,"$43,970",Shadow Black,5.0L V-8 Gas,RWD,Gas,Manual
2929,2022,Kia,Soul,LX IVT,"$20,868",Inferno Red,2.0L Inline-4 Gas,FWD,Gas,Automatic
2930,2022,Volvo,XC60,B5 R-Design AWD,"$55,470",Silver Dawn Metallic,2.0L Inline-4 Hybrid Turbocharged,AWD,Hybrid,Automatic
2931,2022,Volvo,XC60,B5 R-Design AWD,"$56,096",Silver Dawn Metallic,2.0L Inline-4 Hybrid Turbocharged,AWD,Hybrid,Automatic
2932,2022,Volvo,XC90 Recharge,Inscription 7-Passenger,"$79,421",Onyx Black Metallic,2.0L Inline-4 Plug-In Hybrid Supercharged and Turbocharged,AWD,Plug-In Hybrid,Automatic
2933,2022,Volvo,XC60,B5 Inscription FWD,"$55,360",Denim Blue Metallic,2.0L Inline-4 Hybrid Turbocharged,FWD,Hybrid,Automatic
2934,2022,Volvo,XC60,B5 Inscription FWD,"$54,706",Denim Blue Metallic,2.0L Inline-4 Hybrid Turbocharged,FWD,Hybrid,Automatic
2935,2022,Volvo,XC60,B5 Inscription FWD,"$55,360",Silver Dawn Metallic,2.0L Inline-4 Hybrid Turbocharged,FWD,Hybrid,Automatic
2936,2021,Chevrolet,Silverado 1500,RST Crew Cab Standard Bed 4WD,"$52,253",Northsky Blue Metallic,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic
2937,2022,Land,Rover Range Rover Sport,HSE Silver Edition Turbo i6 Mild Hybrid,"$89,007",Fuji White,3.0L Inline-6 Hybrid Supercharged and Turbocharged,4WD,Hybrid,Automatic
2938,2021,Maserati,Ghibli,GranSport RWD,"$84,194",Blue Denim,3.0L V-6 Gas Turbocharged,RWD,Gas,Automatic
2939,2021,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 2WD,"$46,746",Black,5.3L Inline-8 Gas Turbocharged,RWD,Gas,Automatic
2940,2021,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,"$52,480",Guard Metallic,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic
2941,2021,Dodge,Challenger,R/T Scat Pack RWD,"$55,198",Frostbite,6.4L V-8 Gas,RWD,gas,Automatic
2942,2022,Jeep,Compass,Latitude 4WD,"$34,083",Granite Crystal Metallic Clearcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
2943,2021,Ford,Explorer,Limited RWD,"$48,133",Stone Gray Metallic,2.3L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
2944,2021,Cadillac,XT4,Premium Luxury FWD,"$43,076",Infrared Tintcoat,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2945,2021,Cadillac,XT4,Premium Luxury FWD,"$41,885",Radiant Silver Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2946,2021,Cadillac,XT4,Premium Luxury FWD,"$42,492",Stellar Black Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
2947,2021,GMC,Sierra 1500,Denali Crew Cab Short Bed 2WD,"$67,555",Onyx Black,5.3L V-8 Gas,RWD,Gas,Automatic
2948,2021,Jeep,Wrangler,Rubicon,"$47,568",Snazzberry Pearlcoat,2.0L V-4 Gas Turbocharged,4WD,Gas,Automatic
