,year,make,model,sub_model,city,state,mileage,price,style,exterior_color,interior_color,engine,drive_type,fuel_type,transmission,accidents,title,owners,use_type
6113,2016,Ford,Explorer,Limited 4WD,Cleburne,TX,88733,22866,SUV,Shadow Black,Ebony Black,3.5L V-6 Gas,4WD,Gas,Automatic,0,Clean,2,Mixed Use
6114,2016,Ford,F-150,XL SuperCrew 6.5' Box RWD,Buford,GA,55605,28792,Pickup Truck,Oxford White,Medium Earth Gray,5.0L V-8 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use
6115,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Greeley,CO,105115,29997,Pickup Truck,Guard Metallic,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,1,Clean,2,Rental Use
6116,2018,Toyota,RAV4,LE FWD,Pontiac,IL,74764,21962,SUV,Magnetic Gray Metallic,Unknown,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6117,2018,Chevrolet,Silverado 1500,Custom Double Cab Standard Box 2WD,San Bruno,CA,98369,27588,Pickup Truck,Summit White,Dark Ash With Jet Black Interior Accents,5.3L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use
6118,2019,Chevrolet,Equinox,LT with 1LT FWD,Hudson,FL,10483,24900,SUV,Summit White,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
6119,2020,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 4WD,Dallas,TX,53885,42800,Pickup Truck,Summit White,Gideon/Very Dark Atmosphere,2.7L Inline-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
6120,2020,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Tampa,FL,23848,39748,Pickup Truck,Red,Medium Light Camel,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
6121,2018,Ford,Super Duty F-250,Lariat 4WD Crew Cab 6.75' Box,Shelbyville,TN,140163,46999,Pickup Truck,White,Black,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6122,2018,Dodge,Journey,SE FWD,Denison,TX,30985,20987,SUV,Granite Pearlcoat,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Fleet Use
6123,2017,Ford,Escape,SE 4WD,Green Bay,WI,92129,17202,SUV,Shadow Black,Medium Light Stone,1.5L Inline-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Fleet Use
6124,2020,Ford,Fusion,S FWD,Daytona Beach,FL,722,22594,Sedan,Iconic Silver Metallic,Medium Light Stone,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Fleet Use
6125,2019,Ford,F-150,XL SuperCrew 5.5' Box 2WD,El Paso,TX,26413,38495,Pickup Truck,Oxford White,Black,5.0L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use
6126,2014,Ford,Fusion,S FWD,Sacramento,CA,79195,10999,Sedan,Tuxedo Black Metallic,Earth Gray,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,3,Personal Use
6127,2020,Chevrolet,Trax,LS FWD,San Antonio,TX,7675,21771,SUV,Mosaic Black Metallic,Jet Black,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
6128,2020,Toyota,Camry,SE FWD Automatic,Fort Worth,TX,31928,26500,Sedan,Super White,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6129,2019,Chevrolet,Equinox,LT with 1LT FWD,Knoxville,TN,22806,25652,SUV,Nightfall Gray Metallic,Medium Ash Gray,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
6130,2018,Chrysler,Pacifica,Touring L,Carmel,IN,30285,30250,Minivan,Brilliant Black Crystal Pearlcoat,Black/Alloy,3.6L V-6 Gas,FWD,Gas,Automatic,1,Clean,1,Personal Use
6131,2017,Ford,F-150,XLT SuperCab 6.5' Box 4WD,Baytown,TX,90948,27894,Pickup Truck,Oxford White,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,2,Clean,2,Personal Use
6132,2013,Ford,Fusion,SE FWD,North Hollywood,CA,76000,12488,Sedan,Tuxedo Black Metallic,Charcoal Black,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,3,Mixed Use
6133,2019,Nissan,Rogue,SV AWD,Stanhope,NJ,15611,26488,SUV,Pearl White Tricoat,Charcoal,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,2,Personal Use
6134,2019,Nissan,Sentra,SR CVT,El Paso,TX,22890,18900,Sedan,Gun Metallic,Charcoal,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Mixed Use
6135,2015,Chevrolet,Silverado 1500,LS Crew Cab Short Box 4WD,Nashville,TN,104299,26024,Pickup Truck,Black,Dark Ash With Jet Black Interior Accents,4.3L V-6 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use
6136,2018,Ford,Focus,SE Sedan,Rockwall,TX,40645,14993,Sedan,Magnetic,Charcoal Black,1.0L Inline-3 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use
6137,2018,Honda,CR-V,LX FWD,Starke,FL,53831,23490,SUV,Lunar Silver Metallic,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6138,2018,Ford,Explorer,XLT FWD,Wesley Chapel,FL,45139,28713,SUV,Ingot Silver Metallic,Ebony Black,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6139,2018,Chevrolet,Silverado 1500,LT Z71 Crew Cab Short Box 4WD,Pensacola,FL,52498,39995,Pickup Truck,Summit White,Jet Black,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6140,2018,Ford,F-150,XLT SuperCab 6.5' Box 2WD,Columbus,GA,9528,33999,Pickup Truck,Oxford White,Medium Earth Gray,2.7L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use
6141,2019,Honda,Civic,LX Sedan CVT,Eatontown,NJ,33522,21299,Sedan,Platinum White Pearl,Black,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6142,2018,Mazda,CX-5,Touring FWD,El Cajon,CA,39469,25900,SUV,Snowflake White Pearl Mica,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6143,2018,Jeep,Grand Cherokee,Laredo 4WD,Sussex,NJ,24245,32759,SUV,Bright White Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6144,2018,Mercedes-Benz,GLC,GLC 300 4MATIC SUV,Fremont,CA,26837,37650,SUV,Polar White,Black,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,2,Personal Use
6145,2010,Toyota,Camry,LE I4 Automatic,High Point,NC,171931,7211,Sedan,Barcelona Red Metallic,Unknown,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6146,2018,Mercedes-Benz,C-Class,C 300 4MATIC Coupe,Freehold,NJ,22565,38495,Coupe,Black,Black,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use
6147,2019,Toyota,Highlander,XLE V6 FWD,Spring,TX,50281,32994,SUV,Celestial Silver Metallic,Black,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6148,2016,Jeep,Wrangler,Sport,West Palm Beach,FL,21954,28474,SUV,Black Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Manual,0,Clean,1,Personal Use
6149,2016,Ford,Edge,SEL FWD,Lakewood,NY,141565,12995,SUV,Oxford White,Black,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use
6150,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,West Palm Beach,FL,68078,35999,Pickup Truck,Oxford White,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
6151,2013,Ford,Explorer,XLT 4WD,Mesquite,TX,177280,10791,SUV,Ingot Silver Metallic,Gray,3.5L V-6 Gas,4WD,Gas,Automatic,1,Clean,3,Personal Use
6152,2018,Volkswagen,Tiguan,SE FWD,Sanford,FL,97691,18989,SUV,Silk Blue Metallic,Titan Black,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,3,Rental Use
6153,2020,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 4WD,Mount Airy,NC,29214,48392,Pickup Truck,Black,Jet Black,3.0L Inline-6 Diesel Turbocharged,4WD,Diesel,Automatic,0,Clean,1,Personal Use
6154,2018,Ford,Escape,SE FWD,Greenwood,IN,46040,23980,SUV,Shadow Black,Charcoal Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use
6155,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Maumee,OH,85644,32998,Pickup Truck,Velocity Blue Metallic,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Fleet Use
6156,2008,Toyota,FJ Cruiser,4WD Automatic,Blue Springs,MO,220595,15475,SUV,Blue,Unknown,4.0L V-6 Gas,4WD,Gas,Automatic,1,Clean,4,Personal Use
6157,2016,Nissan,Altima,2.5 S,Plano,TX,83324,14899,Sedan,Pearl White,"Charcoal, Cloth",2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use
6158,2018,Chevrolet,Malibu,LT with 1LT,Westmont,IL,61935,17999,Sedan,Mosaic Black Metallic,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Rental Use
6159,2020,Toyota,Camry,LE FWD Automatic,Placerville,CA,28435,25000,Sedan,Blue Streak Metallic,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Rental Use
6160,2019,Honda,Pilot,EX-L AWD,Monroeville,PA,38000,32767,SUV,Crystal Black Pearl,Unknown,3.5L V-6 Gas,AWD,Gas,Automatic,0,Clean,1,Personal Use
6161,2019,Honda,Accord,Sport 1.5T CVT,Bel Air,MD,20171,27989,Sedan,Lunar Silver Metallic,Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
6162,2019,Ford,Escape,SE FWD,Massillon,OH,20004,22500,SUV,Magnetic Metallic,Unknown,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
6163,2020,Mitsubishi,Outlander,ES S-AWC,Valencia,CA,46039,21725,SUV,Alloy Silver Metallic,Black,2.4L Inline-4 Gas,4WD,Gas,Automatic,0,Clean,1,Rental Use
6164,2020,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",Quakertown,PA,11266,40595,Pickup Truck,Diamond Black Crystal Pearlcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6165,2018,Jeep,Compass,Trailhawk 4WD,Hialeah,FL,54483,23982,SUV,White Clearcoat,Ruby Red/Black,2.4L Inline-4 Gas,4WD,Gas,Automatic,0,Clean,3,Personal Use
6166,2020,Ford,F-150,XL SuperCrew 5.5' Box 2WD,San Antonio,TX,11744,37995,Pickup Truck,Iconic Silver Metallic,Black,2.7L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use
6167,2017,Ford,Fusion,SE FWD,Sacramento,CA,107573,13995,Sedan,Shadow Black,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,3,Mixed Use
6168,2018,Nissan,Rogue,SV FWD,Sanford,FL,41635,21495,SUV,Gun Metallic,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
6169,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",Benzonia,MI,26330,40990,Pickup Truck,Diamond Black Crystal Pearlcoat,Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6170,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",Hot Springs National Park,AR,47178,41451,Pickup Truck,Bright White Clearcoat,Black,5.7L V-8 Gas,4WD,Gas,Automatic,1,Clean,1,Personal Use
6171,2014,Nissan,Altima,2.5 S,Honolulu,HI,96850,12995,Sedan,Pearl White,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Rental Use
6172,2017,Chevrolet,Camaro,LT with 1LT Coupe,San Antonio,TX,65811,24000,Coupe,Summit White,Jet Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use
6173,2018,Ford,Explorer,XLT FWD,West Palm Beach,FL,41643,26999,SUV,Shadow Black,Ebony Black,3.5L V-6 Gas,FWD,Gas,Automatic,1,Clean,1,Personal Use
6174,2016,Kia,Soul,+ Automatic,Denton,TX,58484,15377,Hatchback,Inferno Red,Black,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use
6175,2019,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Mcallen,TX,96953,34141,Pickup Truck,Ingot Silver Metallic,Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
6176,2018,Ford,Explorer,XLT FWD,Douglas,GA,52944,29000,SUV,White Platinum Metallic Tri-Coat,Medium Stone/Med Lt Stone,2.3L V-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
6177,2016,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Dallas,TX,93287,28711,Pickup Truck,Black,Gray,3.5L V-6 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use
6178,2012,Chevrolet,Traverse,LS FWD,Denton,TX,206764,6000,SUV,Cyber Gray Metallic,Dk Gray/Lt Gray,3.6L V-6 Gas,FWD,Gas,Automatic,1,Clean,2,Personal Use
6179,2018,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Broken Arrow,OK,97722,34000,Pickup Truck,Magnetic Metallic,Black,5.0L V-8 Gas Turbocharged,4WD,Gas,Automatic,1,Clean,1,Personal Use
6180,2020,Jeep,Grand Cherokee,Limited 4WD,Roseville,CA,22665,37332,SUV,Slate Blue Pearlcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,2,Fleet Use
6181,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Olathe,KS,49541,37998,Pickup Truck,Black Velvet,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
6182,2020,Chevrolet,Silverado 1500,LT Crew Cab Short Bed 2WD,Deland,FL,41677,36555,Pickup Truck,Summit White,Gideon/Very Dark Atmosphere,5.3L Inline-8 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Mixed Use
6183,2016,Kia,Optima,LX,Norman,OK,62707,11988,Sedan,Moss Gray,Beige,2.4L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,4,Personal Use
6184,2018,Ford,Escape,SEL 4WD,Summerville,SC,25819,26367,SUV,Shadow Black,Charcoal Black,1.5L Inline-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
6185,2019,Jeep,Cherokee,Latitude Plus FWD,Denison,TX,57335,22885,SUV,Billet Silver Metallic Clearcoat,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use
6186,2020,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Brigham City,UT,33489,41690,Pickup Truck,Agate Black Metallic,Medium Earth Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Rental Use
6187,2019,Chevrolet,Cruze,LT with 1SD Sedan,Houston,TX,59808,15488,Sedan,Red Hot,Jet Black,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Rental Use
6188,2021,Jeep,Wrangler,Unlimited Sahara High Altitude,Gladstone,OR,12516,50990,SUV,Granite Crystal Metallic Clearcoat,Black,2.0L Inline-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Rental Use
6189,2019,Buick,Encore,Essence FWD,Monterey Park,CA,40484,19900,SUV,Summit White,Ebony,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Mixed Use
6190,2018,Honda,Accord,LX 1.5T CVT,San Leandro,CA,37767,25248,Sedan,Radiant Red Metallic,Unknown,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
6191,2018,Jeep,Compass,Sport FWD,Elk Grove,CA,38122,21962,SUV,White Clearcoat,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,2,Clean,1,Personal Use
6192,2012,Toyota,Camry,LE I4 Automatic,Houston,TX,115917,9500,Sedan,Black,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,3,Fleet Use
6193,2018,Mercedes-Benz,C-Class,C 300 4MATIC Sedan,Silver Spring,MD,20600,33900,Sedan,Lunar Blue Metallic,Silk Beige/Black,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,3,Personal Use
6194,2019,Chevrolet,Malibu,LT with 1LT,Jacksonville,FL,101660,16000,Sedan,Summit White,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Rental Use
6195,2018,Ford,Mustang,EcoBoost Fastback,Carrollton,TX,47978,24995,Coupe,Oxford White,Ebony,2.3L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,1,Clean,1,Personal Use
6196,2016,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Michigan Center,MI,92219,28683,Pickup Truck,Black,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,0,Personal Use
6197,2021,Mercedes-Benz,GLC,GLC 300 SUV RWD,Pinellas Park,FL,13660,48988,SUV,Black,Silk Beige/Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use
6198,2016,Jeep,Wrangler,Unlimited Sahara,Blue Springs,MO,131087,25719,SUV,Black Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6199,2019,Nissan,Sentra,S CVT,Houston,TX,33049,17489,Sedan,Brilliant Silver,Charcoal,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Rental Use
6200,2018,Ram,2500,"SLT Crew Cab 6'4"" Box 4WD",Woodway,TX,66342,49970,Pickup Truck,Bright White Clearcoat,Diesel Gray/Black,6.7L V-6 Diesel Turbocharged,4WD,Diesel,Automatic,0,Clean,1,Fleet Use
6201,2003,Chevrolet,Silverado 1500,LS Extended Cab Standard Box 4WD Automatic,Cedar Falls,IA,206899,4947,Pickup Truck,Victory Red,Dark Charcoal,5.3L V-8 Gas,4WD,Gas,Automatic,1,Clean,2,Personal Use
6202,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Tucson,AZ,26465,40999,Pickup Truck,Magnetic Metallic,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Fleet Use
6203,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Savannah,GA,38449,41000,Pickup Truck,Oxford White,Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Fleet Use
6204,2014,Ford,Escape,SE 4WD,Novato,CA,138191,9995,SUV,Oxford White,Gray,1.6L Inline-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Fleet Use
6205,2016,Jeep,Wrangler,Unlimited Sport,Miami,FL,65905,31399,SUV,Black Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,2,Fleet Use
6206,2018,Ford,Escape,SE 4WD,Durham,NC,23156,22650,SUV,Magnetic Metallic,Charcoal Black,1.5L Inline-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
6207,2016,Mazda,Mazda6,i Grand Touring Automatic,Lindon,UT,103749,13700,Sedan,Meteor Gray Mica,Parchment,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,3,Personal Use
6208,2016,Mercedes-Benz,Sprinter Cargo Van,2500 Standard Roof SWB RWD,San Carlos,CA,43688,36995,Cargo Van,White,Black,2.1L Inline-4 Diesel Turbocharged,RWD,Diesel,Automatic,0,Clean,2,Personal Use
6209,2017,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Henderson,NV,42887,34887,Pickup Truck,Oxford White,Medium Earth Gray,3.5L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6210,2017,Ford,Explorer,XLT FWD,Edinburg,TX,53978,29853,SUV,Oxford White,Ebony Black,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
6211,2020,Nissan,Altima,2.5 S FWD,West Chicago,IL,24503,16599,Sedan,Super Black,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Mixed Use
6212,2019,Chevrolet,Silverado 1500,LT Double Cab Standard Box 4WD,Atlanta,GA,23496,39448,Pickup Truck,Summit White,Jet Black,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
6213,2018,BMW,5 Series,530i RWD,Delray Beach,FL,53555,30376,Sedan,Bluestone Metallic,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,1,Clean,2,Fleet Use
6214,2015,Chevrolet,Malibu,LS with 1LS,Tomball,TX,107681,11990,Sedan,Black Granite Metallic,Jet Black/Titanium,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6215,2018,Mercedes-Benz,C-Class,C 300 Sedan RWD,Pompano Beach,FL,58287,29998,Sedan,Black,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,2,Personal Use
6216,2018,Chevrolet,Equinox,LT with 1LT AWD,Bradenton,FL,50747,19999,SUV,Pepperdust Metallic,Jet Black,1.5L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,2,Rental Use
6217,2016,Jeep,Wrangler,Unlimited Rubicon Hard Rock,Lillington,NC,47186,39000,SUV,Black Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,1,Clean,3,Personal Use
6218,2018,Toyota,Tundra,SR5 CrewMax 5.5' Bed 4.6L V8 RWD,Corpus Christi,TX,69268,31998,Pickup Truck,Magnetic Gray Metallic,Graphite,4.6L V-8 Gas,RWD,Gas,Automatic,0,Clean,3,Personal Use
6219,2020,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,Edinburg,TX,23557,43323,Pickup Truck,Magnetic Metallic,Medium Earth Gray,2.7L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use
6220,2020,Toyota,Corolla,LE CVT,Corpus Christi,TX,52650,21528,Sedan,Classic Silver Metallic,Black,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Mixed Use
6221,2019,Toyota,Highlander,XLE V6 AWD,Colorado Springs,CO,38527,37977,SUV,Midnight Black Metallic,Almond,3.5L V-6 Gas,AWD,Gas,Automatic,0,Clean,1,Personal Use
6222,2019,Toyota,Corolla,L CVT,Mcdonough,GA,56596,15995,Sedan,Black Sand Pearl,Steel Gray,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Fleet Use
6223,2018,Toyota,RAV4,XLE FWD,Miami,FL,35803,26495,SUV,Super White,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6224,2020,Hyundai,Elantra,SEL 2.0L IVT,Tallahassee,FL,10956,18999,Sedan,Calypso Red,Gray,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6225,2016,Ford,Super Duty F-350,"XLT Crew Cab 156"" 4WD",Beaverton,OR,20468,42997,Pickup Truck,White,Steel Gray,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Rental Use
6226,2021,Jeep,Wrangler,Unlimited Rubicon,Plano,TX,11868,57000,SUV,Black Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6227,2018,Chevrolet,Equinox,LT with 1LT AWD,Cincinnati,OH,31313,25409,SUV,Nightfall Gray Metallic,Jet Black,1.5L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Fleet Use
6228,2018,Ford,F-150,Platinum SuperCrew 5.5' Box 4WD,Addison,TX,44052,46995,Pickup Truck,Shadow Black,Dark Marsala,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Fleet Use
6229,2018,Toyota,Corolla,L CVT,Wilkesboro,NC,35841,17689,Sedan,Classic Silver Metallic,Steel Gray,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,1,Personal Use
6230,2019,Jeep,Grand Cherokee,Limited 4WD,Fort Worth,TX,29365,34590,SUV,Granite Crystal Metallic Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use
6231,2013,Chrysler,200,Limited Sedan,Sterling,VA,79735,8499,Sedan,Black,Black,3.6L V-6 Gas,FWD,Gas,Automatic,1,Clean,3,Personal Use
6232,2017,Chevrolet,Silverado 1500,LT Crew Cab Short Box 2WD,Castroville,TX,90005,30900,Pickup Truck,Black,Jet Black,5.3L V-8 Gas,RWD,Gas,Automatic,0,Clean,2,Personal Use
6233,2018,Ford,Escape,SEL 4WD,Saint Paul,MN,30025,21440,SUV,Shadow Black,Charcoal Black,1.5L Inline-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
6234,2005,Dodge,Ram 1500,SLT Quad Cab Regular Bed 4WD,Sterling Heights,MI,109448,6995,Pickup Truck,Mineral Gray Metallic,Dark Slate Gray,4.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6235,2015,Jeep,Grand Cherokee,Limited RWD,San Antonio,TX,96170,21130,SUV,Deep Cherry Red Crystal Pearlcoat,Lt Frost Beige/Black,3.6L V-6 Gas,RWD,Gas,Automatic,0,Clean,2,Personal Use
6236,2015,Tesla,Model S,85D AWD,Carrollton,TX,22687,47700,Hatchback,Titanium Metallic,Black,L - Electric,AWD,Electric,Automatic,0,Clean,1,Personal Use
6237,2006,Volvo,V70,2.4L Automatic FWD,Concord,NC,102165,6995,Wagon,White,Tan,2.4L Inline-5 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
6238,2020,GMC,Sierra 1500,Denali Crew Cab Short Box 4WD,Seffner,FL,16749,55484,Pickup Truck,Satin Steel Metallic,Jet Black,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6239,2019,Volkswagen,Jetta,S Automatic,Downers Grove,IL,42715,18999,Sedan,Platinum Gray Metallic,Black,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
6240,2019,Ford,F-150,Platinum SuperCrew 5.5' Box 4WD,Murrysville,PA,19412,54272,Pickup Truck,Black,Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Rental Use
6241,2019,GMC,Acadia,SLE with SLE-2 FWD,Beaumont,TX,34795,29723,SUV,Summit White,Jet Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6242,2014,Ford,Econoline Commercial Cutaway,"E-350 138"" SRW",Portland,OR,206478,15988,Chassis Cab Truck,White,Gray,5.4L V-8 Gas,RWD,Gas,Automatic,1,Clean,1,Rental Use
