,year,make,model,sub_model,city,state,mileage,price,style,exterior_color,interior_color,engine,drive_type,fuel_type,transmission,accidents,title,owners,use_type,cpo
1218,2017,Toyota,Corolla,LE CVT,Tallahassee,FL,"86,743","$14,988",Sedan,White,Tan,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Fleet Use,True
1219,2018,Ford,Edge,Sport AWD,Odessa,TX,"50,675","$32,965",SUV,Shadow Black,Ebony,2.7L V-6 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
1220,2013,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Scottsdale,AZ,"110,884","$19,995",Pickup Truck,Yellow,Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Fleet Use,True
1221,2020,Toyota,RAV4,XLE FWD,Grapevine,TX,"11,386","$29,895",SUV,Silver Sky Metallic,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1222,2020,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Eatontown,NJ,"17,498","$45,500",Pickup Truck,Oxford White,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Mixed Use,True
1223,2019,BMW,5 Series,530i xDrive,Houston,TX,"90,365","$28,983",Sedan,Glacier Silver Metallic,Black,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,2,Rental Use,True
1224,2018,Ford,Explorer,XLT 4WD,Springfield,PA,"35,486","$33,495",SUV,Magnetic Metallic,Ebony Black,3.5L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Fleet Use,True
1225,2013,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Round Rock,TX,"101,052","$18,999",Pickup Truck,White,Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,0,Personal Use,True
1226,2019,Mercedes-Benz,C-Class,C 300 Sedan RWD,Rocklin,CA,"25,185","$38,710",Sedan,Mojave Silver Metallic,Magma Grey,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
1227,2015,Chevrolet,Cruze,LS Automatic,Frisco,TX,"130,060","$6,299",Sedan,Blue Ray Metallic,Jet Black/Medium Titanium,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Personal Use,True
1228,2018,Honda,Accord,LX 1.5T CVT,San Diego,CA,"41,992","$22,991",Sedan,Crystal Black Pearl,Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
1229,2015,Dodge,Dart,SXT,Garland,TX,"80,503","$9,495",Sedan,Granite Crystal Metallic Clearcoat,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
1230,2018,Toyota,Tundra,SR5 CrewMax 5.5' Bed 5.7L V8 4WD,El Paso,TX,"53,666","$44,400",Pickup Truck,Midnight Black Metallic,Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
1231,2010,Scion,tC,Base Automatic,Mahopac,NY,"82,475","$6,995",Hatchback,Black,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,3,Personal Use,True
1232,2020,Mitsubishi,Outlander,ES S-AWC,Sacramento,CA,"37,071","$22,997",SUV,Alloy Silver Metallic,Black,2.4L Inline-4 Gas,4WD,Gas,Automatic,0,Clean,1,Rental Use,True
1233,2018,Jeep,Compass,Latitude FWD,Daytona Beach,FL,"33,134","$21,996",SUV,Laser Blue Pearlcoat,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1234,2018,BMW,3 Series,340i Sedan RWD,San Francisco,CA,"30,005","$33,967",Sedan,Glacier Silver Metallic,Black/Dark Oyster,3.0L Inline-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
1235,2018,Ford,F-150,XL SuperCrew 5.5' Box 2WD,Arlington,TX,"72,500","$28,550",Pickup Truck,Oxford White,Medium Earth Gray,2.7L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
1236,2018,Chevrolet,Tahoe,LT RWD,Denton,TX,"68,637","$38,977",SUV,Summit White,Cocoa/Dune,5.3L V-8 Gas,RWD,Gas,Automatic,1,Clean,2,Rental Use,True
1237,2014,Ford,F-150,Lariat SuperCrew 5.5' Box RWD,Lubbock,TX,"63,780","$29,528",Pickup Truck,White Platinum Metallic Tri-Coat,Beige,3.5L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,2,Personal Use,True
1238,2007,Chevrolet,Tahoe,LS RWD,Garland,TX,"210,820","$6,495",SUV,Gray,Beige,4.8L V-8 Gas,RWD,Gas,Automatic,1,Clean,3,Fleet Use,True
1239,2020,Chevrolet,Equinox,LT with 1LT AWD,Augusta,GA,"29,107","$23,129",SUV,Silver Ice Metallic,Jet Black,1.5L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,1,Clean,2,Mixed Use,True
1240,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,New Haven,IN,"31,931","$38,000",Pickup Truck,Magnetic Metallic,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1241,2016,Chevrolet,City Express Cargo Van,LT,Fort Myers,FL,"111,818","$10,999",Cargo Van,Designer White,Medium Pewter,2.0L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Personal Use,True
1242,2019,Buick,Encore,Preferred AWD,Stratford,CT,"95,978","$14,883",SUV,Summit White,Ebony,1.4L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
1243,2013,Ford,Fusion,SE FWD,Houston,TX,"114,717","$7,699",Sedan,Ingot Silver,Charcoal Black,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,3,Fleet Use,True
1244,2017,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Lafayette,IN,"80,427","$28,379",Pickup Truck,Shadow Black,Medium Earth Gray,3.5L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1245,2020,Nissan,Rogue,S FWD,Daytona Beach,FL,"25,061","$24,988",SUV,Magnetic Black Pearl,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1246,2019,Mercedes-Benz,GLC,GLC 300 RWD,Boerne,TX,"23,472","$39,491",SUV,Polar White,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
1247,2016,Ford,Fusion,SE FWD,Sacramento,CA,"59,699","$14,988",Sedan,Shadow Black,Ebony,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
1248,2016,Nissan,Sentra,S CVT,Memphis,TN,"81,735","$10,995",Sedan,Fresh Powder,Marble Gray,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1249,2019,Ford,Super Duty F-250,Lariat 4WD Crew Cab 6.75' Box,Jacksonville,FL,"50,289","$58,754",Pickup Truck,Oxford White,Black,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1250,2012,Chevrolet,Silverado 1500,LT Crew Cab Short Box 2WD,Abilene,TX,"213,081","$12,995",Pickup Truck,Summit White,Ebony,5.3L V-8 Gas,RWD,Gas,Automatic,0,Clean,3,Personal Use,True
1251,2018,Nissan,Rogue,SV AWD,Jackson Heights,NY,"35,693","$22,889",SUV,Magnetic Black,Charcoal,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
1252,2015,Ford,Fusion,SE FWD,Greensboro,NC,"134,561","$9,998",Sedan,Tuxedo Black,Charcoal Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
1253,2013,Kia,Forte,EX Sedan Automatic,Saint Petersburg,FL,"82,021","$7,700",Sedan,Aurora Black Pearl,Stone,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
1254,2018,Cadillac,XT5,FWD Luxury,Austin,TX,"43,134","$31,950",SUV,Stellar Black Metallic,Jet Black,3.6L V-6 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1255,2019,Kia,Optima,LX,Modesto,CA,"51,405","$19,876",Sedan,Ebony Black,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Mixed Use,True
1256,2018,Chrysler,300,S V6 RWD,El Paso,TX,"75,233","$20,900",Sedan,Gloss Black,Black,3.6L V-6 Gas,RWD,Gas,Automatic,0,Clean,2,Rental Use,True
1257,2015,Ford,F-150,XL SuperCrew 6.5' Box RWD,Tallahassee,FL,"148,426","$21,999",Pickup Truck,Oxford White,Gray,2.7L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
1258,2020,Toyota,Corolla,LE CVT,Rocky Mount,NC,"19,680","$21,795",Sedan,Super White,Light Gray,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1259,2018,Ford,Edge,SEL FWD,Glendale,CA,"32,768","$25,500",SUV,White Platinum Metallic Tri-Coat,Ebony,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1260,2020,Ford,Super Duty F-250,Platinum Crew Cab 6.75' Box 4WD,Desoto,TX,"50,554","$69,997",Pickup Truck,Star White,Black Leather,6.7L V-8 Diesel Turbocharged,4WD,Diesel,Automatic,0,Clean,1,Personal Use,True
1261,2019,Toyota,Tundra,TRD Pro CrewMax 5.5' Bed 5.7L 4WD,Pasco,WA,"68,186","$46,999",Pickup Truck,Gray,Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,0,Personal Use,True
1262,2019,Jeep,Cherokee,Latitude FWD,Manteca,CA,"37,992","$21,890",SUV,Diamond Black Crystal Pearlcoat,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1263,2016,GMC,Sierra 1500,SLE Crew Cab Short Box 4WD,Tyler,TX,"92,614","$25,900",Pickup Truck,Cardinal Red,Cocoa/Dune,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
1264,2018,Mercedes-Benz,E-Class,E 300 Sedan RWD,San Jose,CA,"31,494","$37,955",Sedan,Designo Diamond White,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,2,Personal Use,True
1265,2018,Toyota,RAV4,XLE FWD,Miami,FL,"31,421","$24,990",SUV,Super White,Unknown,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Personal Use,True
1266,2013,BMW,3 Series,328i Sedan,Dallas,TX,"109,883","$11,995",Sedan,Jet Black,Tan,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
1267,2018,Jeep,Compass,Latitude 4WD,London,OH,"50,086","$22,500",SUV,Diamond Black Crystal Pearlcoat,Black,2.4L Inline-4 Gas,4WD,Gas,Automatic,0,Clean,1,Fleet Use,True
1268,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",Sterling Heights,MI,"33,694","$34,995",Pickup Truck,Bright White Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1269,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",Jackson,MI,"25,331","$37,979",Pickup Truck,Patriot Blue Pearlcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1270,2018,Chevrolet,Silverado 1500,LT Crew Cab Short Box 2WD,La Mesa,CA,"40,324","$35,900",Pickup Truck,Silver Ice Metallic,Jet Black,5.3L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
1271,2018,Ford,Edge,Titanium FWD,Kyle,TX,"95,880","$18,900",SUV,Magnetic Metallic,Ebony,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,3,Rental Use,True
1272,2020,Ford,Mustang,EcoBoost Fastback,Dallas,TX,"41,047","$26,597",Coupe,Oxford White,Unknown,2.3L Inline-4 Gas Turbocharged,RWD,Gas,Manual,0,Clean,1,Rental Use,True
1273,2016,Chevrolet,Sonic,LS Hatch AT,Daytona Beach,FL,"42,241","$9,474",Hatchback,Summit White,Jet Black/Dark Titanium,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,5,Personal Use,True
1274,2018,BMW,3 Series,320i Sedan RWD,Miami,FL,"73,371","$20,299",Sedan,Mineral Gray Metallic,Venetian Beige/Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,1,Clean,1,Personal Use,True
1275,2015,Ford,Super Duty F-250,"XL SuperCab 158"" 4WD",Parker,CO,"204,330","$15,995",Pickup Truck,White,Unknown,6.2L V-8 Gas,4WD,Gas,Automatic,1,Clean,2,Fleet Use,True
1276,2019,Ford,F-150,King Ranch SuperCrew 5.5' Box 4WD,Comstock,NY,"68,100","$45,957",Pickup Truck,Agate Black Metallic,Mesa,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1277,2018,Ford,Escape,SE FWD,Lima,OH,"48,325","$18,999",SUV,Magnetic Metallic,Charcoal Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1278,2015,Chrysler,200,Limited FWD,Fishers,IN,"126,444","$9,995",Sedan,Velvet Red Pearlcoat,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Fleet Use,True
1279,2014,Mercedes-Benz,CLA,CLA 250 FWD,Fort Worth,TX,"35,056","$20,590",Sedan,Night Black,Black,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
1280,2019,Nissan,Rogue,S FWD,Jacksonville,FL,"42,390","$20,993",SUV,Gun Metallic,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1281,2019,Nissan,Sentra,S CVT,Palm Coast,FL,"7,722","$19,397",Sedan,Fresh Powder,Charcoal,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1282,2020,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Niles,MI,"24,946","$42,906",Pickup Truck,Agate Black Metallic,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1283,2018,Chevrolet,Silverado 1500,LT Crew Cab Short Box 2WD,Santa Maria,CA,"28,207","$37,763",Pickup Truck,Cajun Red Tintcoat,Jet Black,5.3L V-8 Gas,RWD,Gas,Automatic,0,Clean,2,Personal Use,True
1284,2020,Ford,Super Duty F-250,XLT Crew Cab 6.75' Box 4WD,Huntingtown,MD,"71,947","$44,990",Pickup Truck,Agate Black Metallic,Medium Earth Gray,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Rental Use,True
1285,2019,Ford,F-150,XL SuperCrew 5.5' Box 2WD,Edinburg,TX,"26,739","$37,081",Pickup Truck,Ingot Silver Metallic,Black,2.7L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
1286,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Carmel,IN,"37,446","$37,000",Pickup Truck,Magma Red Metallic,Medium Earth Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
1287,2014,Ford,F-150,XL Regular Cab 8.0' Box RWD,Sacramento,CA,"62,910","$19,999",Pickup Truck,White,Gray,3.7L V-6 Gas,RWD,Gas,Automatic,1,Clean,1,Personal Use,True
1288,2018,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Napa,CA,"71,294","$33,888",Pickup Truck,Oxford White,Medium Light Camel,3.3L V-6 Gas,4WD,Gas,Automatic,0,Clean,2,Rental Use,True
1289,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Spring,TX,"70,004","$33,991",Pickup Truck,Oxford White,Medium Earth Gray,3.3L V-6 Gas,4WD,Gas,Automatic,2,Clean,3,Rental Use,True
1290,2018,Ford,Explorer,XLT 4WD,Newark,DE,"51,282","$29,426",SUV,White Platinum Metallic Tri-Coat,Ebony Black,3.5L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1291,2019,Toyota,Camry,LE Automatic,Miami,FL,"49,812","$18,995",Sedan,Gray,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,1,Personal Use,True
1292,2019,Chevrolet,Silverado 1500,LT Crew Cab Short Box 2WD,Lubbock,TX,"23,397","$42,555",Pickup Truck,Black,Jet Black,5.3L Inline-8 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
1293,2019,Ram,1500,"Laramie Crew Cab 5'7"" Box 4WD",Rogers,MN,"131,397","$33,299",Pickup Truck,Delmonico Red Pearlcoat,Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1294,2018,Jeep,Wrangler,Unlimited Sahara (JL),Rockford,IL,"22,901","$44,000",SUV,Black Clearcoat,Black,2.0L V-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1295,2019,Ford,Edge,SEL AWD,Olympia,WA,"49,186","$25,998",SUV,White Platinum Metallic Tri-Coat,Ebony,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Rental Use,True
1296,2015,Ford,F-150,King Ranch SuperCrew 5.5' Box 4WD,Henrico,VA,"32,298","$41,500",Pickup Truck,White Platinum Metallic Tri-Coat,Brunello,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
1297,2018,Chrysler,Pacifica,Limited,Jackson,MI,"28,197","$35,721",Minivan,Bright White Clearcoat,Black/Alloy/Black,3.6L V-6 Gas,FWD,Gas,Automatic,1,Clean,1,Personal Use,True
1298,2016,Chrysler,200,Limited FWD,Roseville,CA,"59,240","$14,500",Sedan,Granite Crystal Metallic Clearcoat,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
1299,2018,Ford,Escape,SEL FWD,Salisbury,NC,"28,459","$22,434",SUV,Ingot Silver Metallic,Charcoal Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1300,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,New Bern,NC,"23,738","$39,990",Pickup Truck,Ingot Silver Metallic,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Fleet Use,True
1301,2016,Ford,Super Duty F-250,"XL SuperCab 158"" RWD",Bakersfield,CA,"161,708","$18,398",Pickup Truck,Oxford White,Steel,6.2L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
1302,2018,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Greenville,SC,"52,242","$36,249",Pickup Truck,Shadow Black,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
1303,2019,Jeep,Cherokee,Limited 4WD,Harrisburg,PA,"27,892","$28,300",SUV,Velvet Red Pearlcoat,Black,3.2L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1304,2013,Toyota,Corolla,LE Automatic,Ocala,FL,"110,314","$9,444",Sedan,Magnetic Gray Metallic,Ash,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Personal Use,True
1305,2018,Toyota,Camry,XLE I4 Automatic,Fort Walton Beach,FL,"55,116","$21,995",Sedan,Midnight Black Metallic,Ash,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Mixed Use,True
1306,2016,Chevrolet,Equinox,LS FWD,Abilene,TX,"116,100","$13,495",SUV,Tungsten Metallic,Light Titanium/Jet Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,3,Personal Use,True
1307,2018,Toyota,Avalon,XLE,Tomball,TX,"66,109","$20,995",Sedan,Midnight Black Metallic,Black,3.5L V-6 Gas,FWD,Gas,Automatic,1,Clean,1,Personal Use,True
1308,2020,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 4WD,Savannah,GA,"17,517","$48,500",Pickup Truck,Shadow Gray Metallic,Jet Black,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1309,2007,Toyota,Yaris,3-Door Liftback Manual,Austin,TX,"93,583","$4,999",Hatchback,White,Black,1.5L Inline-4 Gas,FWD,Gas,Manual,1,Clean,4,Personal Use,True
1310,2020,Ram,1500,"Big Horn Quad Cab 6'4"" Box 4WD",Deland,FL,"18,876","$35,394",Pickup Truck,Diamond Black Crystal Pearlcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1311,2017,Hyundai,Elantra,SE 2.0L Sedan Automatic (alt),Pompano Beach,FL,"49,650","$14,499",Sedan,Lakeside Blue,Gray,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
1312,2019,Chevrolet,Malibu,LT with 1LT,Costa Mesa,CA,"57,660","$18,495",Sedan,Silver Ice Metallic,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Mixed Use,True
1313,2017,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Texas City,TX,"97,265","$31,989",Pickup Truck,Oxford White,Medium Light Camel,5.0L V-8 Gas Turbocharged,4WD,Gas,Automatic,1,Clean,2,Fleet Use,True
1314,2015,Chevrolet,Silverado 1500,WT Crew Cab Short Box 4WD,Fort Dodge,IA,"113,698","$20,986",Pickup Truck,Summit White,Dark Ash With Jet Black Interior Accents,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1315,2019,Jeep,Cherokee,Trailhawk 4WD,Mesa,AZ,"54,460","$30,000",SUV,Granite Crystal Metallic Clearcoat,Black,3.2L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1316,2018,BMW,X5,xDrive35i AWD,Bay Shore,NY,"51,569","$41,995",SUV,Ruby Black Metallic,Unknown,3.0L Inline-6 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
1317,2019,Ram,1500 Classic,"SLT Crew Cab 5'7"" Box 4WD",Corpus Christi,TX,"55,989","$33,905",Pickup Truck,Bright White Clearcoat,Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Rental Use,True
1318,2018,Toyota,RAV4,LE FWD,Great Neck,NY,"27,178","$20,995",SUV,Magnetic Gray Metallic,Unknown,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
1319,2018,Mercedes-Benz,C-Class,C 300 Sedan RWD,Newport Beach,CA,"42,389","$28,900",Sedan,Black,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,2,Personal Use,True
1320,2018,Honda,CR-V,LX AWD,Boise,ID,"91,855","$19,995",SUV,Basque Red Pearl Ii,Gray,2.4L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,3,Mixed Use,True
1321,2018,Ford,Fusion,SE FWD,Bradenton,FL,"27,711","$18,999",Sedan,White Platinum Metallic Tri-Coat,Ebony,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,1,Clean,2,Rental Use,True
1322,2019,Ford,F-150,XLT SuperCab 6.5' Box 4WD,Lufkin,TX,"32,416","$33,995",Pickup Truck,Oxford White,Medium Earth Gray,3.3L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1323,2019,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Glendale,AZ,"101,500","$33,588",Pickup Truck,White,Unknown,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Fleet Use,True
1324,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Vallejo,CA,"33,341","$39,800",Pickup Truck,Oxford White With Magnetic Metallic,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Rental Use,True
1325,2019,Ford,Edge,SEL AWD,Lumberton,NJ,"20,700","$28,690",SUV,Magnetic Metallic,Ebony,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
1326,2018,Jeep,Grand Cherokee,Limited 4WD,Highland,IN,"27,406","$31,990",SUV,Granite Crystal Metallic Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,1,Clean,2,Personal Use,True
1327,2017,Ram,1500,"SLT Quad Cab 6'4"" Box 4WD",Youngstown,OH,"187,607","$15,878",Pickup Truck,Bright Silver Metallic Clearcoat,Diesel Gray/Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,3,Rental Use,True
1328,2017,Chevrolet,Malibu,LT with 1LT,Pharr,TX,"46,420","$18,998",Sedan,Summit White,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,3,Personal Use,True
1329,2013,Ford,F-150,SVT Raptor SuperCrew 5.5' Box 4WD,Tomball,TX,"187,481","$24,990",Pickup Truck,Oxford White,Black,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,3,Personal Use,True
1330,2019,Volkswagen,Jetta,S Automatic,National City,CA,"18,373","$20,450",Sedan,Pure White,Titan Black,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
1331,2018,Toyota,Corolla,SE CVT,Newport Beach,CA,"101,395","$14,999",Sedan,Gray,Black,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Fleet Use,True
1332,2016,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Colorado Springs,CO,"76,854","$30,747",Pickup Truck,Silver,Unknown,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
1333,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Ocala,FL,"21,845","$39,940",Pickup Truck,Oxford White,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
1334,2014,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Pikeville,KY,"92,388","$25,000",Pickup Truck,Black,Black,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Rental Use,True
1335,2013,BMW,X3,xDrive28i AWD,Los Angeles,CA,"102,000","$11,250",SUV,Alpine White,Unknown,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,3,Personal Use,True
1336,2013,Ford,Econoline Commercial Cutaway,"E-350 138"" SRW",Salem,NH,"52,887","$26,995",Chassis Cab Truck,Oxford White,Charcoal,6.8L V-10 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
1337,2014,Ford,Econoline Commercial Cutaway,"E-450 158"" DRW",Sterling,VA,"43,792","$25,950",Chassis Cab Truck,Oxford White,Unknown,6.8L V-10 Gas,RWD,Gas,Automatic,0,Clean,2,Fleet Use,True
1338,2015,Ford,F-150,XL SuperCab 6.5' Box RWD,Naperville,IL,"33,183","$24,591",Pickup Truck,Blue Flame Metallic,Gray,3.5L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
1339,2014,Volkswagen,CC,Sport DSG FWD (PZEV),Greenville,SC,"180,546","$7,999",Sedan,Deep Black Pearl,Black,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
1340,2020,Toyota,Corolla,LE CVT,Pensacola,FL,"53,791","$19,596",Sedan,Classic Silver Metallic,Black,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Rental Use,True
